application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
2995,0,True,3.47,Humanities,Unknown,710.0,4.0,Nonprofit/Gov,0
2996,0,False,3.1,Humanities,Asian,670.0,7.0,Investment Banking,0
2997,0,False,3.18,STEM,Hispanic,700.0,5.0,Investment Banking,0
2998,0,False,3.16,STEM,Black,630.0,6.0,PE/VC,0
2999,0,False,3.21,STEM,Hispanic,630.0,5.0,Other,0
3000,1,False,3.55,Business,Asian,760.0,6.0,Consulting,1
3001,1,True,3.5,Business,Unknown,710.0,4.0,Technology,1
3002,0,False,3.29,Humanities,Asian,710.0,5.0,PE/VC,0
3003,1,False,3.1,Business,Asian,650.0,6.0,Real Estate,0
3004,1,False,3.19,Humanities,Black,660.0,5.0,Consulting,0
3005,0,False,3.35,Business,Asian,630.0,4.0,Technology,0
3006,0,False,3.06,STEM,White,630.0,5.0,Nonprofit/Gov,0
3007,1,False,3.3,Business,Hispanic,670.0,5.0,Technology,0
3008,1,False,3.39,Humanities,Asian,720.0,4.0,Technology,0
3009,1,True,3.23,STEM,Unknown,650.0,4.0,Nonprofit/Gov,0
3010,0,False,3.1,Humanities,Hispanic,660.0,5.0,Consulting,0
3011,1,False,3.04,STEM,White,600.0,3.0,Consulting,0
3012,0,False,3.12,Humanities,Asian,670.0,5.0,Consulting,0
3013,0,False,3.18,Humanities,White,670.0,6.0,Consulting,0
3014,1,True,3.15,STEM,Unknown,590.0,5.0,Investment Management,0
3015,0,False,3.37,STEM,White,710.0,4.0,PE/VC,1
3016,1,False,3.13,Humanities,Asian,630.0,5.0,Investment Management,0
3017,1,False,3.6,Humanities,Black,680.0,4.0,Consulting,0
3018,0,False,2.91,Humanities,Asian,620.0,5.0,Consulting,0
3019,1,False,3.27,Business,Black,640.0,5.0,Investment Banking,0
3020,1,False,3.31,Business,Asian,720.0,6.0,Nonprofit/Gov,1
3021,1,False,3.34,STEM,White,710.0,5.0,PE/VC,1
3022,1,True,3.12,Humanities,Unknown,640.0,6.0,Financial Services,0
3023,1,True,3.44,STEM,Unknown,670.0,6.0,Other,0
3024,1,True,3.24,STEM,Unknown,630.0,6.0,Nonprofit/Gov,0
3025,0,False,3.42,Humanities,Hispanic,730.0,6.0,Nonprofit/Gov,1
3026,1,False,3.34,STEM,Hispanic,660.0,5.0,Health Care,0
3027,1,False,3.17,STEM,Black,620.0,6.0,Investment Banking,0
3028,0,False,3.32,Business,Asian,620.0,5.0,Nonprofit/Gov,0
3029,0,False,3.43,STEM,Asian,680.0,5.0,Investment Management,0
3030,1,True,3.22,Humanities,Unknown,680.0,5.0,Health Care,1
3031,1,True,3.38,Humanities,Unknown,740.0,5.0,Technology,0
3032,1,False,3.35,STEM,White,780.0,5.0,PE/VC,0
3033,1,False,3.2,Business,Asian,680.0,5.0,Consulting,0
3034,1,False,3.27,Humanities,White,720.0,4.0,Nonprofit/Gov,1
3035,1,False,3.32,STEM,White,670.0,4.0,Nonprofit/Gov,0
3036,0,False,3.23,Business,Hispanic,710.0,7.0,Investment Banking,1
3037,1,True,3.23,Humanities,Unknown,680.0,6.0,Consulting,1
3038,1,False,3.19,Humanities,Hispanic,620.0,5.0,Consulting,0
3039,1,False,3.07,Humanities,Asian,570.0,4.0,Consulting,0
3040,0,True,3.16,STEM,Unknown,700.0,6.0,Technology,0
3041,1,False,3.16,STEM,Asian,640.0,4.0,PE/VC,0
3042,0,True,3.11,Humanities,Unknown,610.0,3.0,Nonprofit/Gov,0
3043,0,True,3.13,Humanities,Unknown,700.0,5.0,Technology,0
3044,1,True,3.52,Business,Unknown,730.0,6.0,Technology,1
3045,1,True,3.37,Humanities,Unknown,630.0,6.0,Consulting,0
3046,1,False,3.46,STEM,Black,680.0,4.0,Consulting,0
3047,1,False,3.21,STEM,Black,620.0,7.0,Consulting,0
3048,0,False,3.21,Humanities,Asian,690.0,3.0,PE/VC,1
3049,1,False,3.24,Humanities,White,570.0,4.0,Nonprofit/Gov,0
3050,1,False,3.25,Business,Asian,670.0,4.0,Technology,1
3051,0,False,3.3,Humanities,White,690.0,6.0,Other,0
3052,0,False,3.35,Business,Other,660.0,5.0,Consulting,0
3053,1,False,3.21,Business,White,630.0,4.0,Consulting,0
3054,1,False,3.35,Humanities,White,690.0,4.0,Investment Management,0
3055,0,False,3.11,Humanities,Hispanic,640.0,5.0,Health Care,0
3056,1,True,3.19,Business,Unknown,650.0,5.0,Other,0
3057,1,True,3.38,STEM,Unknown,690.0,5.0,Consulting,0
3058,1,False,3.32,Humanities,Asian,780.0,4.0,Technology,0
3059,1,False,3.1,Business,Black,640.0,6.0,Nonprofit/Gov,0
3060,1,False,3.28,STEM,White,620.0,5.0,Nonprofit/Gov,0
3061,1,False,3.31,STEM,White,700.0,7.0,Nonprofit/Gov,0
3062,1,True,3.08,STEM,Unknown,600.0,4.0,Media/Entertainment,0
3063,1,True,3.04,Business,Unknown,600.0,6.0,PE/VC,0
3064,0,False,3.64,Business,Asian,760.0,5.0,Technology,1
3065,0,False,3.16,Business,Hispanic,660.0,4.0,Financial Services,0
3066,1,False,3.32,Humanities,White,650.0,4.0,Financial Services,0
3067,0,False,3.29,Humanities,Other,680.0,6.0,Investment Banking,1
3068,0,False,3.5,Humanities,Asian,750.0,3.0,Retail,1
3069,0,False,3.48,Business,White,580.0,5.0,Investment Management,0
3070,0,False,3.66,Business,White,760.0,5.0,Consulting,0
3071,1,False,3.38,Humanities,White,670.0,6.0,Consulting,1
3072,1,True,3.26,STEM,Unknown,650.0,4.0,Technology,0
3073,0,False,3.35,STEM,Black,720.0,5.0,Consulting,1
3074,1,True,3.09,STEM,Unknown,630.0,7.0,CPG,0
3075,0,True,3.23,Humanities,Unknown,630.0,6.0,Health Care,0
3076,1,False,3.36,Humanities,White,640.0,5.0,Consulting,0
3077,1,False,3.09,Humanities,Asian,680.0,5.0,PE/VC,0
3078,0,False,3.21,STEM,Black,700.0,4.0,Technology,0
3079,0,False,3.2,STEM,Asian,630.0,6.0,Consulting,0
3080,1,False,3.26,STEM,Asian,590.0,3.0,Consulting,0
3081,1,True,3.27,STEM,Unknown,710.0,5.0,Other,0
3082,0,True,3.2,STEM,Unknown,650.0,6.0,Investment Banking,0
3083,0,True,3.27,Business,Unknown,700.0,6.0,Investment Banking,1
3084,0,True,3.12,Humanities,Unknown,640.0,4.0,Investment Management,0
3085,1,True,2.95,STEM,Unknown,580.0,6.0,Other,0
3086,1,False,3.22,Business,White,680.0,5.0,PE/VC,1
3087,0,False,3.14,Business,Hispanic,710.0,4.0,Consulting,0
3088,1,False,3.26,Humanities,White,710.0,6.0,Technology,0
3089,0,False,3.47,STEM,Asian,670.0,6.0,PE/VC,0
3090,0,False,3.27,STEM,Asian,610.0,4.0,Investment Management,0
3091,1,False,3.35,Business,White,720.0,6.0,Investment Banking,1
3092,1,True,3.35,Humanities,Unknown,700.0,5.0,Investment Banking,0
3093,1,False,2.9,Humanities,White,600.0,5.0,Health Care,0
3094,1,False,3.12,STEM,Black,710.0,7.0,Consulting,0
3095,0,False,3.32,Business,White,690.0,6.0,Investment Banking,0
3096,1,False,3.27,Humanities,White,660.0,6.0,PE/VC,0
3097,1,True,3.55,Business,Unknown,680.0,4.0,Financial Services,1
3098,1,False,3.4,Humanities,White,650.0,6.0,Nonprofit/Gov,0
3099,1,False,3.23,Humanities,White,690.0,5.0,PE/VC,0
3100,1,False,3.08,Humanities,Asian,590.0,4.0,Consulting,0
3101,1,False,3.29,STEM,White,590.0,5.0,Technology,0
3102,1,False,3.16,Business,White,620.0,5.0,PE/VC,0
3103,0,False,3.43,STEM,White,650.0,5.0,Real Estate,0
3104,0,False,3.16,Business,Asian,590.0,6.0,Nonprofit/Gov,0
3105,1,False,3.53,Business,Black,620.0,4.0,CPG,0
3106,1,False,3.54,Business,White,760.0,5.0,Financial Services,1
3107,0,False,3.11,Humanities,Asian,590.0,7.0,Consulting,0
3108,1,True,3.25,STEM,Unknown,650.0,5.0,Health Care,0
3109,1,False,3.07,Humanities,Hispanic,640.0,5.0,Consulting,0
3110,1,False,3.52,STEM,Hispanic,670.0,5.0,Technology,0
3111,1,True,3.31,Business,Unknown,640.0,4.0,Consulting,0
3112,1,False,3.22,STEM,Hispanic,710.0,4.0,Technology,0
3113,0,False,3.42,Humanities,White,690.0,5.0,Consulting,0
3114,0,False,3.06,Business,Black,580.0,5.0,CPG,0
3115,0,False,3.09,Business,Hispanic,570.0,5.0,Consulting,0
3116,1,False,3.48,STEM,Asian,670.0,2.0,Health Care,0
3117,0,True,3.05,Business,Unknown,590.0,6.0,Technology,0
3118,1,False,3.05,Humanities,White,650.0,4.0,Consulting,0
3119,1,False,3.21,Business,Black,620.0,4.0,Consulting,0
3120,1,True,3.19,Humanities,Unknown,620.0,4.0,Consulting,0
3121,1,False,3.15,STEM,Asian,570.0,5.0,Technology,0
3122,1,False,3.38,Business,Hispanic,730.0,6.0,Investment Management,0
3123,1,True,3.09,Humanities,Unknown,610.0,4.0,Other,0
3124,0,True,3.31,Humanities,Unknown,600.0,6.0,PE/VC,0
3125,1,False,3.32,STEM,Black,680.0,6.0,Health Care,0
3126,1,True,3.28,STEM,Unknown,680.0,6.0,PE/VC,0
3127,1,False,3.44,Humanities,White,660.0,5.0,Consulting,0
3128,0,False,3.28,STEM,Asian,640.0,4.0,Consulting,0
3129,0,False,3.11,Humanities,White,600.0,5.0,Investment Banking,0
3130,0,True,3.11,Business,Unknown,600.0,5.0,Consulting,0
3131,1,False,3.13,Humanities,Black,600.0,4.0,Investment Banking,0
3132,1,False,3.35,Business,Black,670.0,5.0,Nonprofit/Gov,0
3133,1,False,3.28,Humanities,Asian,630.0,5.0,Consulting,0
3134,1,True,3.2,Business,Unknown,640.0,4.0,PE/VC,0
3135,0,True,3.07,Humanities,Unknown,660.0,6.0,Other,0
3136,0,False,3.39,Humanities,White,670.0,5.0,Investment Management,0
3137,1,False,3.22,Business,White,610.0,7.0,Consulting,0
3138,1,False,3.37,STEM,Black,650.0,7.0,Consulting,0
3139,1,False,3.24,STEM,Asian,730.0,5.0,Technology,0
3140,1,True,3.14,STEM,Unknown,600.0,6.0,Real Estate,0
3141,0,False,3.22,Business,White,600.0,7.0,Technology,0
3142,0,False,3.14,Business,Black,570.0,5.0,PE/VC,0
3143,1,True,3.13,Humanities,Unknown,610.0,7.0,Other,0
3144,1,False,3.29,Humanities,Asian,700.0,5.0,PE/VC,0
3145,1,False,3.48,STEM,Black,720.0,5.0,Financial Services,0
3146,1,False,3.26,Business,White,700.0,6.0,Health Care,0
3147,1,False,3.18,Business,Black,700.0,4.0,Consulting,0
3148,1,True,3.37,STEM,Unknown,760.0,4.0,Other,0
3149,1,False,3.22,STEM,White,620.0,5.0,Consulting,0
3150,1,True,3.07,Business,Unknown,570.0,5.0,PE/VC,0
3151,1,False,3.14,STEM,Black,570.0,6.0,Investment Banking,0
3152,1,True,3.41,Humanities,Unknown,770.0,5.0,Investment Management,0
3153,1,False,3.45,Humanities,Hispanic,730.0,5.0,Other,1
3154,0,False,3.14,Business,White,620.0,5.0,PE/VC,0
3155,0,False,3.06,Humanities,Asian,650.0,6.0,Consulting,0
3156,0,True,3.38,Business,Unknown,770.0,5.0,PE/VC,0
3157,1,False,3.14,STEM,Black,630.0,5.0,Financial Services,0
3158,1,False,3.25,Business,Hispanic,620.0,5.0,Nonprofit/Gov,0
3159,0,False,3.34,Humanities,Black,710.0,6.0,Retail,1
3160,1,False,3.45,Humanities,Black,660.0,4.0,Technology,0
3161,1,True,3.11,Humanities,Unknown,680.0,5.0,Consulting,0
3162,1,False,3.33,Humanities,White,710.0,6.0,Real Estate,1
3163,1,True,3.12,Humanities,Unknown,610.0,4.0,Retail,0
3164,1,False,3.08,Business,Hispanic,600.0,6.0,Investment Banking,0
3165,1,False,2.95,Business,White,570.0,6.0,Financial Services,0
3166,1,False,3.24,Humanities,Asian,640.0,6.0,Financial Services,0
3167,0,False,3.53,STEM,White,690.0,6.0,CPG,1
3168,1,True,3.39,STEM,Unknown,680.0,5.0,Health Care,1
3169,0,False,3.42,Humanities,Asian,780.0,3.0,Financial Services,0
3170,1,False,3.39,Humanities,White,680.0,5.0,Nonprofit/Gov,1
3171,1,False,3.5,Business,White,670.0,5.0,Consulting,0
3172,1,False,3.37,Humanities,White,660.0,5.0,Financial Services,1
3173,1,False,3.2,Business,White,640.0,6.0,Consulting,0
3174,0,True,3.39,STEM,Unknown,670.0,6.0,Investment Banking,0
3175,1,False,3.34,Humanities,White,650.0,4.0,Consulting,0
3176,1,False,3.17,STEM,White,650.0,4.0,Nonprofit/Gov,0
3177,0,False,3.51,Business,Hispanic,680.0,6.0,Real Estate,1
3178,0,True,3.36,Business,Unknown,640.0,6.0,Health Care,0
3179,0,True,3.35,STEM,Unknown,710.0,6.0,PE/VC,0
3180,0,True,3.27,STEM,Unknown,610.0,5.0,Retail,0
3181,0,False,3.39,Business,Black,660.0,6.0,Consulting,1
3182,1,False,3.18,Business,Black,660.0,4.0,Other,0
3183,1,True,3.47,STEM,Unknown,650.0,5.0,Consulting,0
3184,1,False,3.21,Humanities,Asian,690.0,5.0,Technology,1
3185,0,False,3.23,Humanities,Other,670.0,6.0,Consulting,1
3186,1,False,3.14,STEM,Hispanic,640.0,5.0,Energy,0
3187,1,False,3.48,Business,Asian,670.0,5.0,Consulting,0
3188,1,False,3.2,Business,Hispanic,650.0,3.0,Consulting,0
3189,1,False,3.21,Humanities,White,650.0,6.0,Health Care,0
3190,0,False,3.14,STEM,White,590.0,7.0,Consulting,0
3191,1,True,3.2,Business,Unknown,570.0,5.0,Investment Banking,0
3192,0,True,3.29,Humanities,Unknown,660.0,6.0,Consulting,0
3193,1,False,3.1,Humanities,Asian,580.0,5.0,Other,0
3194,1,False,3.29,Business,Black,650.0,5.0,PE/VC,0
3195,0,False,3.25,Business,Asian,640.0,6.0,Technology,0
3196,1,False,3.08,STEM,Asian,630.0,6.0,PE/VC,0
3197,0,True,3.32,STEM,Unknown,640.0,4.0,PE/VC,0
3198,0,False,3.01,Humanities,Asian,580.0,6.0,Investment Banking,0
3199,1,False,3.23,Humanities,Black,650.0,5.0,CPG,0
3200,1,True,3.14,Humanities,Unknown,630.0,5.0,PE/VC,0
3201,1,True,3.26,STEM,Unknown,760.0,4.0,Real Estate,0
3202,1,True,3.23,Humanities,Unknown,730.0,5.0,Investment Banking,0
3203,1,True,3.4,Humanities,Unknown,660.0,7.0,Nonprofit/Gov,0
3204,1,False,3.31,Business,Other,650.0,5.0,Nonprofit/Gov,0
3205,1,False,3.42,Humanities,Hispanic,570.0,6.0,PE/VC,0
3206,0,False,3.27,Business,White,760.0,6.0,Consulting,0
3207,0,True,3.41,Humanities,Unknown,710.0,3.0,PE/VC,0
3208,0,True,3.52,Humanities,Unknown,670.0,7.0,Consulting,1
3209,1,False,3.08,Business,Black,650.0,4.0,Health Care,0
3210,0,False,3.22,STEM,Asian,620.0,5.0,Real Estate,0
3211,1,False,3.14,Humanities,Hispanic,600.0,3.0,Investment Banking,0
3212,0,False,3.44,Business,Asian,700.0,5.0,Investment Banking,0
3213,0,True,3.19,Humanities,Unknown,590.0,5.0,Technology,0
3214,1,False,3.24,Humanities,Black,630.0,5.0,Nonprofit/Gov,0
3215,0,False,3.56,Business,Asian,720.0,4.0,PE/VC,1
3216,0,False,3.46,Business,Black,690.0,5.0,Consulting,0
3217,0,True,3.15,Business,Unknown,630.0,3.0,CPG,0
3218,1,False,3.33,Humanities,White,620.0,5.0,Investment Management,0
3220,1,False,3.27,Humanities,Hispanic,690.0,5.0,Technology,0
3221,0,False,3.0,Humanities,Black,610.0,7.0,Investment Banking,0
3222,0,False,3.37,Humanities,Asian,680.0,4.0,Health Care,1
3223,0,False,3.55,Humanities,Black,630.0,5.0,PE/VC,0
3224,1,False,3.33,Business,Black,690.0,4.0,PE/VC,0
3225,1,False,3.42,Humanities,Asian,780.0,5.0,Nonprofit/Gov,1
3226,1,True,3.26,Business,Unknown,580.0,5.0,Energy,0
3227,0,True,3.39,Business,Unknown,660.0,5.0,Investment Management,1
3228,0,True,3.44,Business,Unknown,700.0,4.0,Investment Banking,0
3229,1,False,3.36,Humanities,Black,680.0,3.0,Nonprofit/Gov,0
3230,0,False,3.12,Humanities,Asian,620.0,4.0,Consulting,0
3231,0,False,3.46,STEM,Asian,750.0,3.0,Investment Management,0
3232,0,False,3.35,Humanities,White,700.0,6.0,Investment Banking,0
3233,1,True,3.27,STEM,Unknown,640.0,6.0,Other,0
3234,1,True,2.86,Business,Unknown,570.0,5.0,Consulting,0
3235,0,True,3.16,STEM,Unknown,590.0,5.0,Other,0
3236,1,False,3.03,Humanities,White,660.0,6.0,Nonprofit/Gov,0
3237,1,False,3.15,Humanities,White,580.0,6.0,Consulting,0
3238,1,False,3.29,Business,White,620.0,6.0,Consulting,0
3239,0,True,3.59,Business,Unknown,770.0,6.0,Consulting,1
3240,1,False,3.39,Humanities,White,660.0,4.0,Consulting,0
3241,1,False,3.42,Humanities,White,670.0,6.0,Media/Entertainment,0
3242,1,True,3.11,STEM,Unknown,680.0,4.0,Investment Banking,0
3243,1,False,3.24,STEM,White,640.0,5.0,Investment Banking,0
3244,1,False,3.21,Humanities,Asian,690.0,4.0,Technology,0
3245,1,False,3.19,STEM,Asian,720.0,5.0,PE/VC,0
3246,1,False,3.42,Business,White,630.0,4.0,Consulting,0
3247,0,False,3.2,Humanities,Asian,650.0,5.0,Other,0
3248,1,False,3.35,STEM,White,650.0,7.0,Investment Banking,0
3249,1,False,3.06,Business,White,570.0,6.0,Nonprofit/Gov,0
3250,1,True,3.2,Business,Unknown,690.0,4.0,Consulting,0
3251,1,False,3.06,STEM,White,580.0,5.0,Technology,0
3252,0,False,3.27,Business,Hispanic,680.0,4.0,Nonprofit/Gov,0
3253,1,False,3.27,Humanities,White,730.0,6.0,Investment Banking,1
3254,0,False,3.33,STEM,Hispanic,680.0,5.0,Investment Banking,1
3255,0,False,3.27,Business,Hispanic,720.0,5.0,PE/VC,1
3256,0,True,3.31,Business,Unknown,670.0,6.0,Investment Banking,1
3257,1,True,3.15,Business,Unknown,640.0,3.0,CPG,0
3258,0,True,3.41,STEM,Unknown,680.0,4.0,PE/VC,0
3259,1,False,3.32,Business,Other,640.0,6.0,Consulting,0
3260,1,False,3.36,Business,White,680.0,3.0,PE/VC,0
3261,1,True,3.28,Business,Unknown,670.0,5.0,Financial Services,0
3262,1,False,3.07,Humanities,Asian,570.0,5.0,Consulting,0
3263,1,True,3.55,Humanities,Unknown,690.0,4.0,PE/VC,0
3264,1,False,3.45,STEM,White,700.0,7.0,Retail,0
3266,1,False,3.08,STEM,Black,640.0,7.0,Financial Services,0
3267,1,False,3.48,Humanities,White,750.0,5.0,Consulting,0
3268,1,True,3.19,STEM,Unknown,680.0,3.0,Nonprofit/Gov,0
3269,0,False,2.89,Humanities,Black,580.0,6.0,Financial Services,0
3270,1,False,3.3,Humanities,White,650.0,4.0,Other,0
3271,0,False,3.32,STEM,Asian,690.0,4.0,Nonprofit/Gov,0
3272,0,True,3.36,Business,Unknown,720.0,5.0,Nonprofit/Gov,0
3273,0,False,3.04,Business,Black,570.0,5.0,Technology,0
3274,1,False,3.17,STEM,Asian,630.0,4.0,Consulting,0
3275,1,False,3.27,Business,Asian,610.0,4.0,Consulting,0
3276,1,False,3.25,STEM,Black,630.0,3.0,Consulting,0
3277,1,False,3.25,Business,White,610.0,4.0,Consulting,0
3278,1,False,3.24,STEM,Asian,680.0,4.0,Financial Services,0
3279,1,False,3.14,STEM,Hispanic,620.0,6.0,Other,0
3280,1,True,3.27,STEM,Unknown,780.0,4.0,Consulting,1
3282,1,False,3.25,Humanities,Black,620.0,7.0,Health Care,0
3283,0,True,3.01,Business,Unknown,660.0,6.0,Financial Services,0
3284,1,True,3.35,Humanities,Unknown,600.0,5.0,Other,0
3285,1,False,3.08,Humanities,Hispanic,660.0,5.0,Health Care,0
3286,1,False,3.27,Humanities,Asian,620.0,6.0,Financial Services,0
3287,0,False,3.12,STEM,White,570.0,3.0,Nonprofit/Gov,0
3288,1,False,3.3,STEM,Black,650.0,5.0,Technology,0
3289,1,False,3.2,Humanities,White,670.0,6.0,Nonprofit/Gov,0
3290,0,False,3.16,Humanities,Hispanic,570.0,6.0,Health Care,0
3291,1,False,2.98,STEM,Asian,570.0,5.0,CPG,0
3292,0,False,3.45,STEM,Black,720.0,4.0,Consulting,0
3293,1,False,3.23,STEM,Asian,690.0,7.0,Nonprofit/Gov,0
3294,0,False,3.21,Business,White,630.0,6.0,Consulting,0
3295,1,True,2.94,Humanities,Unknown,610.0,5.0,Technology,0
3296,1,False,3.56,Humanities,Hispanic,740.0,5.0,Consulting,1
3297,1,True,3.05,Business,Unknown,600.0,3.0,Consulting,0
3298,0,False,3.17,Business,Hispanic,610.0,7.0,Technology,0
3299,1,True,3.24,Humanities,Unknown,640.0,5.0,Financial Services,0
3300,1,True,3.43,STEM,Unknown,700.0,6.0,PE/VC,1
3301,1,False,3.07,Humanities,Asian,650.0,4.0,Consulting,0
3302,1,False,3.26,Humanities,White,590.0,7.0,CPG,0
3303,1,True,2.9,Humanities,Unknown,610.0,4.0,Investment Management,0
3304,1,False,3.3,Humanities,White,620.0,5.0,Consulting,0
3305,1,False,3.49,Business,Black,690.0,4.0,Health Care,0
3306,1,False,3.43,Humanities,White,710.0,5.0,Consulting,0
3307,1,False,3.29,STEM,Asian,700.0,5.0,PE/VC,0
3308,1,False,2.99,Business,White,570.0,5.0,Health Care,0
3309,0,False,3.43,Business,White,730.0,4.0,Nonprofit/Gov,1
3310,1,False,3.41,Humanities,White,760.0,4.0,Financial Services,1
3311,1,False,3.19,Business,White,670.0,4.0,CPG,0
3312,0,False,3.13,Humanities,Hispanic,770.0,4.0,Consulting,0
3313,1,False,3.3,STEM,White,650.0,7.0,Financial Services,0
3314,0,False,3.16,STEM,Black,590.0,6.0,PE/VC,0
3315,1,False,3.16,Humanities,Asian,680.0,7.0,Health Care,0
3316,0,True,3.26,Humanities,Unknown,590.0,5.0,Investment Banking,0
3317,1,False,3.34,STEM,Asian,640.0,6.0,CPG,0
3318,1,False,2.97,STEM,Asian,590.0,4.0,PE/VC,0
3319,1,True,3.16,Business,Unknown,700.0,6.0,Financial Services,0
3320,1,False,3.27,Humanities,Asian,580.0,5.0,Other,0
3321,1,False,3.25,STEM,White,690.0,6.0,Consulting,0
3322,0,False,3.09,Humanities,Hispanic,640.0,6.0,Financial Services,0
3323,0,True,3.23,Humanities,Unknown,640.0,4.0,PE/VC,0
3324,1,False,3.53,Business,Hispanic,710.0,6.0,Consulting,0
3325,0,False,3.23,Humanities,Black,620.0,5.0,Real Estate,0
3326,0,False,3.04,Business,Hispanic,580.0,4.0,Consulting,0
3327,1,False,3.46,STEM,White,690.0,6.0,Consulting,1
3328,1,False,3.07,Business,White,620.0,5.0,Consulting,0
3329,0,False,3.09,Humanities,Black,640.0,4.0,Consulting,0
3330,1,True,3.34,Humanities,Unknown,600.0,5.0,Nonprofit/Gov,0
3331,0,False,3.11,Business,Other,650.0,6.0,PE/VC,0
3332,1,True,3.35,Humanities,Unknown,660.0,4.0,Financial Services,0
3333,0,True,2.93,Business,Unknown,600.0,6.0,Consulting,0
3334,1,False,3.13,Business,Asian,630.0,3.0,Consulting,0
3335,1,True,3.47,STEM,Unknown,690.0,5.0,Nonprofit/Gov,0
3336,1,True,3.44,Humanities,Unknown,630.0,5.0,Consulting,0
3337,0,False,3.16,STEM,White,600.0,5.0,Consulting,0
3338,1,False,3.24,Business,White,590.0,4.0,Nonprofit/Gov,0
3339,1,False,3.17,STEM,White,580.0,6.0,Consulting,0
3340,1,False,3.17,Humanities,Black,610.0,5.0,Consulting,0
3341,1,True,3.34,Business,Unknown,750.0,6.0,Financial Services,1
3342,0,True,3.54,STEM,Unknown,770.0,5.0,Consulting,1
3343,1,False,3.42,Humanities,Hispanic,740.0,4.0,Financial Services,0
3344,1,False,3.2,Humanities,Asian,660.0,5.0,Consulting,0
3345,0,False,3.59,Humanities,White,740.0,5.0,Other,1
3346,1,False,2.98,Humanities,White,570.0,4.0,Consulting,0
3347,1,False,3.26,STEM,White,660.0,5.0,Investment Management,0
3348,0,True,3.43,Business,Unknown,620.0,4.0,Consulting,0
3349,1,False,3.46,Business,Other,710.0,5.0,Health Care,0
3350,0,False,3.22,STEM,White,590.0,5.0,Energy,0
3351,1,True,3.1,STEM,Unknown,620.0,6.0,Nonprofit/Gov,0
3352,0,True,3.11,Business,Unknown,590.0,5.0,Technology,0
3353,1,True,3.27,Humanities,Unknown,690.0,5.0,PE/VC,0
3354,0,False,3.06,Humanities,White,590.0,5.0,Health Care,0
3355,1,True,3.01,STEM,Unknown,660.0,4.0,Investment Banking,0
3356,0,False,3.06,STEM,Black,620.0,5.0,PE/VC,0
3357,1,False,3.16,Humanities,Asian,670.0,4.0,Nonprofit/Gov,0
3358,1,True,3.16,Business,Unknown,610.0,3.0,PE/VC,0
3359,1,False,3.04,STEM,Asian,570.0,6.0,Technology,0
3360,1,False,3.32,Humanities,Asian,740.0,4.0,Consulting,1
3361,0,True,3.13,Humanities,Unknown,630.0,7.0,Consulting,0
3362,1,True,3.48,Business,Unknown,660.0,6.0,Technology,1
3363,0,False,3.24,STEM,White,600.0,4.0,Other,0
3364,1,True,3.36,Business,Unknown,770.0,4.0,PE/VC,1
3365,1,True,3.38,Humanities,Unknown,640.0,4.0,Financial Services,0
3366,0,False,2.93,STEM,Black,590.0,6.0,Nonprofit/Gov,0
3367,1,False,3.17,STEM,Black,600.0,4.0,Consulting,0
3368,1,False,3.19,Humanities,Black,650.0,5.0,Consulting,0
3369,0,False,3.25,STEM,Black,620.0,5.0,Consulting,0
3370,0,False,2.96,Business,White,570.0,5.0,Real Estate,0
3371,1,False,3.26,Business,White,640.0,6.0,Investment Banking,0
3372,0,True,3.28,Business,Unknown,680.0,3.0,Consulting,0
3373,1,False,3.25,Humanities,Black,620.0,6.0,Investment Banking,0
3374,0,False,3.12,Humanities,Black,680.0,4.0,Real Estate,0
3375,0,False,3.07,Humanities,White,570.0,5.0,PE/VC,0
3376,1,True,3.43,Humanities,Unknown,780.0,5.0,Investment Banking,0
3377,1,True,3.13,Humanities,Unknown,660.0,5.0,Investment Banking,0
3378,1,True,3.55,STEM,Unknown,740.0,5.0,PE/VC,0
3379,1,False,3.44,Business,Hispanic,720.0,8.0,Technology,0
3381,0,True,3.21,Humanities,Unknown,650.0,4.0,Investment Banking,0
3382,0,False,3.25,STEM,White,640.0,7.0,Technology,0
3383,1,False,3.19,Humanities,Black,680.0,5.0,Health Care,0
3384,0,True,3.07,Humanities,Unknown,570.0,6.0,Consulting,0
3385,0,True,3.13,Business,Unknown,620.0,4.0,Investment Banking,0
3386,1,True,3.36,Business,Unknown,620.0,5.0,PE/VC,0
3387,1,True,2.97,STEM,Unknown,570.0,5.0,Investment Banking,0
3388,1,False,3.26,Humanities,Asian,700.0,4.0,Consulting,0
3389,1,False,3.11,STEM,Asian,630.0,5.0,Health Care,0
3390,0,True,3.21,Humanities,Unknown,630.0,5.0,Investment Banking,0
3391,0,True,3.15,STEM,Unknown,660.0,4.0,Other,0
3392,1,True,3.18,Humanities,Unknown,630.0,6.0,Consulting,0
3393,1,False,3.43,Business,White,650.0,6.0,Consulting,0
3394,0,False,3.53,Humanities,Hispanic,780.0,6.0,Nonprofit/Gov,1
3395,1,False,3.21,Business,Asian,680.0,7.0,PE/VC,0
3396,1,False,3.14,Humanities,White,570.0,7.0,PE/VC,0
3397,1,False,3.27,STEM,Other,670.0,5.0,Financial Services,1
3398,1,False,3.59,Humanities,Black,760.0,4.0,PE/VC,0
3399,0,False,3.14,STEM,Hispanic,570.0,4.0,Consulting,0
